time,temp,humidity,pressure
1573194575,26.125,48.5,1006.752197
1573194578,26.125,48.5,1006.593994
1573194581,26.1875,48.5,1006.612793
1573194584,26.1875,48.5,1006.609619
1573194587,26.25,48.400002,1006.560547
1573194590,26.25,48.299999,1006.651367
1573194593,26.25,48.200001,1006.635742
1573194596,26.25,48.200001,1006.610352
1573194599,26.25,48.200001,1006.600586
1573194602,26.25,48.099998,1006.65332
1573194605,26.25,48.099998,1006.657715
1573194608,26.25,48,1006.594482
1573194611,26.25,48,1006.609863
1573194614,26.1875,48,1006.554932
1573194618,26.25,48,1006.549072
1573194620,26.25,48,1006.587646
1573194623,26.25,48,1006.57666
1573194626,26.1875,48,1006.550781
1573194629,26.25,48,1006.613281
1573194632,26.25,47.900002,1006.682617
1573194635,26.25,47.799999,1006.519043
1573194638,26.25,47.799999,1006.687988
1573194641,26.25,47.799999,1006.597412
1573194644,26.25,47.799999,1006.680664
1573194647,26.25,47.799999,1006.629395
1573194650,26.25,47.799999,1006.705078
1573194653,26.3125,47.799999,1006.719238
1573194656,26.375,47.799999,1006.626465
1573194659,26.375,47.799999,1006.64917
1573194662,26.375,47.900002,1006.651855
1573194665,26.375,47.900002,1006.65332
1573194668,26.3125,47.799999,1006.594238
1573194671,26.375,47.799999,1006.633545
1573194674,26.375,47.799999,1006.614014
1573194678,26.4375,47.900002,1006.67041
1573194680,26.4375,47.799999,1006.669922
1573194683,26.4375,47.900002,1006.687988
1573194686,26.4375,47.799999,1006.697998
1573194689,26.5,47.799999,1006.678467
1573194692,26.5625,47.700001,1006.672119
1573194695,26.5,47.599998,1006.584961
1573194698,26.5625,47.5,1006.616455
1573194701,26.625,47.5,1006.649902
1573194704,26.625,47.400002,1006.672607
1573194707,26.625,47.400002,1006.707764
1573194710,26.625,47.299999,1006.718018
1573194713,26.5625,47.299999,1006.580566
1573194716,26.625,47.200001,1006.718018
1573194719,26.625,47.200001,1006.558838
1573194722,26.625,47.099998,1006.680908
1573194725,26.625,47.099998,1006.667725
1573194728,26.5625,47.099998,1006.548096
1573194731,26.625,47.099998,1006.676025
1573194734,26.625,47.200001,1006.637939
1573194738,26.5625,47.299999,1006.683105
1573194743,26.5625,47.5,1006.647949
1573194746,26.5625,47.799999,1006.63208
1573194749,26.5625,47.700001,1006.650879
1573194752,26.5625,47.700001,1006.671143
1573194755,26.5625,47.599998,1006.668457
1573194758,26.5625,47.700001,1006.660645
1573194761,26.5625,47.700001,1006.766113
1573194764,26.5,47.700001,1006.634033
1573194767,26.5,47.599998,1006.745361
1573194770,26.5625,47.5,1006.690186
1573194773,26.5,47.599998,1006.736572
1573194776,26.5625,47.599998,1006.773926
1573194779,26.5625,47.5,1006.710938
1573194782,26.5,47.400002,1006.703613
1573194785,26.5,47.299999,1006.566895
1573194788,26.5,47.299999,1006.72583
1573194791,26.5,47.400002,1006.674316
1573194794,26.5,47.400002,1006.669678
1573194798,26.5625,47.400002,1006.66626
1573194800,26.5625,47.400002,1006.688477
1573194803,26.5,47.299999,1006.789307
1573194806,26.5,47.200001,1006.599854
1573194809,26.4375,47.200001,1006.739014
1573194812,26.4375,47.200001,1006.656982
1573194815,26.4375,47.200001,1006.591064
1573194818,26.4375,47.200001,1006.636963
1573194821,26.4375,47.200001,1006.656006
1573194824,26.4375,47.200001,1006.634521
1573194827,26.5,47.400002,1006.733643
1573194830,26.5,47.200001,1006.649414
1573194833,26.5,47.200001,1006.715088
1573194836,26.4375,47.200001,1006.79126
1573194839,26.4375,47.200001,1006.691895
1573194842,26.5,47.200001,1006.659668
1573194845,26.5,47.200001,1006.589844
1573194848,26.5625,47.099998,1006.659912
1573194851,26.5625,47.099998,1006.659424
1573194854,26.5625,47.099998,1006.703369
1573194858,26.625,47.099998,1006.705078
1573194860,26.625,47.099998,1006.682617
1573194863,26.5625,47.099998,1006.803223
1573194866,26.625,47.099998,1006.679932
1573194869,26.625,47.099998,1006.667725
1573194872,26.625,47.200001,1006.763672
1573194875,26.625,47.200001,1006.689209
1573194878,26.625,47.200001,1006.687988
1573194881,26.625,47.099998,1006.757812
1573194884,26.625,47,1006.629395
1573194887,26.625,47.099998,1006.702637
1573194890,26.625,46.900002,1006.716064
1573194893,26.6875,46.900002,1006.692871
1573194896,26.6875,46.799999,1006.62915
1573194899,26.6875,46.900002,1006.62793
1573194902,26.6875,46.799999,1006.651611
1573194905,26.75,46.799999,1006.770264
1573194908,26.75,46.700001,1006.705566
1573194911,26.75,46.700001,1006.722656
1573194914,26.8125,47.299999,1006.716553
1573194918,26.875,47.400002,1006.71167
1573194920,26.8125,47.599998,1006.609131
1573194923,26.8125,47.400002,1006.741699
1573194926,26.75,47.400002,1006.69165
1573194929,26.75,47.299999,1006.72998
1573194932,26.8125,47.299999,1006.770996
1573194935,26.8125,47.400002,1006.658936
1573194938,26.8125,47.5,1006.766357
1573194941,26.8125,47.400002,1006.723877
1573194944,26.875,47.400002,1006.662842
1573194947,26.875,47.299999,1006.66748
1573194950,26.875,47.299999,1006.744141
1573194953,26.875,47.200001,1006.63623
1573194956,26.875,47.200001,1006.688965
1573194959,26.875,47.099998,1006.706299
1573194962,26.875,47,1006.734863
1573194965,26.875,47,1006.615967
1573194968,26.9375,46.900002,1006.699707
1573194971,26.9375,46.900002,1006.751465
1573194974,26.9375,46.900002,1006.710938
1573194978,26.9375,46.799999,1006.776855
1573194980,26.9375,46.799999,1006.720703
1573194983,26.9375,46.700001,1006.706055
1573194986,27,46.700001,1006.657715
1573194989,27,46.599998,1006.704834
1573194992,27,46.599998,1006.697754
1573194995,27,46.599998,1006.659912
1573194998,26.9375,46.599998,1006.739746
1573195001,27,46.599998,1006.705811
1573195004,27.0625,46.5,1006.705078
1573195007,27,46.5,1006.716553
1573195010,27,46.400002,1006.723145
1573195013,27,46.400002,1006.715332
1573195016,27,46.299999,1006.711426
1573195019,27,46.299999,1006.709961
1573195022,27,46.299999,1006.695312
1573195025,27,46.299999,1006.7146
1573195028,27,46.299999,1006.677734
1573195031,27,46.299999,1006.671143
1573195034,27,46.299999,1006.663574
1573195038,27,46.200001,1006.719971
1573195040,26.9375,46.299999,1006.768799
1573195043,26.9375,46.200001,1006.676025
1573195046,27,46.200001,1006.698242
1573195049,27,46.299999,1006.660156
1573195052,27,46.299999,1006.604248
1573195055,27.0625,46.400002,1006.664062
1573195058,27.0625,46.5,1006.717773
1573195061,27.0625,46.5,1006.61792
1573195064,27.0625,46.599998,1006.656494
1573195067,27.125,46.700001,1006.683838
1573195070,27.125,46.599998,1006.645264
1573195073,27.125,46.599998,1006.589355
1573195076,27.125,46.599998,1006.690186
1573195079,27.125,46.5,1006.588867
1573195082,27.125,46.5,1006.598145
1573195085,27.125,46.400002,1006.681396
1573195088,27.1875,46.400002,1006.67627
1573195091,27.125,46.299999,1006.682129
1573195094,27.125,46.400002,1006.672852
1573195098,27.125,46.299999,1006.657959
1573195100,27.1875,46.299999,1006.645264
1573195103,27.125,46.299999,1006.755859
1573195106,27.1875,46.099998,1006.66626
1573195109,27.1875,46.200001,1006.675537
1573195112,27.1875,46.099998,1006.645264
1573195115,27.1875,46.099998,1006.710449
1573195118,27.1875,46,1006.681152
1573195121,27.25,46.099998,1006.657715
1573195124,27.1875,46,1006.624268
1573195127,27.1875,46,1006.689697
1573195130,27.1875,46,1006.654053
1573195133,27.1875,46,1006.726074
1573195136,27.25,46.200001,1006.674072
1573195139,27.1875,46.299999,1006.620117
1573195142,27.125,46.299999,1006.51416
1573195145,27.0625,46.200001,1006.592773
1573195148,27.0625,46.099998,1006.591064
1573195151,27.0625,46.200001,1006.562988
1573195154,27,46.200001,1006.658447
1573195158,27.0625,46.200001,1006.694824
1573195160,27.0625,46.200001,1006.635742
1573195163,27.0625,46.200001,1006.615234
1573195166,27.0625,46.200001,1006.544678
1573195169,27.0625,46.200001,1006.650146
1573195172,27.0625,46.099998,1006.621582
1573195175,27.125,46.099998,1006.621826
1573195178,27.125,46.200001,1006.678711
1573195181,27.0625,46.200001,1006.656982
1573195184,27.0625,46.099998,1006.585693
1573195187,27,46.099998,1006.595459
1573195190,27,46,1006.606934
1573195193,26.9375,46.099998,1006.564453
1573195196,27,46.099998,1006.562988
1573195199,27,46,1006.578369
1573195202,27,46,1006.620361
1573195205,27,46.099998,1006.594238
1573195208,27,46.099998,1006.618408
1573195211,27.0625,46.200001,1006.603516
1573195214,27.0625,46.299999,1006.549316
1573195218,27.125,46.299999,1006.618408
1573195220,27.125,46.299999,1006.488281
1573195223,27.125,46.400002,1006.572754
1573195226,27.1875,46.400002,1006.639648
1573195229,27.1875,46.299999,1006.527344
1573195232,27.1875,46.299999,1006.622803
1573195235,27.1875,46.299999,1006.552246
1573195238,27.25,46.299999,1006.589844
1573195241,27.25,46.200001,1006.52417
1573195244,27.1875,46.200001,1006.532471
1573195247,27.1875,46.099998,1006.583496
1573195250,27.25,46.099998,1006.498291
1573195253,27.25,46.200001,1006.460693
1573195256,27.25,46.200001,1006.568115
1573195259,27.25,46.200001,1006.553467
1573195262,27.25,46.299999,1006.571777
1573195265,27.3125,46.299999,1006.612793
1573195268,27.3125,46.400002,1006.579834
1573195271,27.3125,46.299999,1006.554932
1573195274,27.25,46.299999,1006.567383
1573195278,27.25,46.200001,1006.680176
1573195280,27.25,46.099998,1006.555664
1573195283,27.25,46.200001,1006.616211
1573195286,27.3125,46.200001,1006.486816
1573195289,27.3125,46.099998,1006.537842
1573195292,27.3125,46.099998,1006.539551
1573195295,27.3125,46,1006.528809
1573195298,27.3125,46.099998,1006.49585
1573195301,27.3125,46,1006.478271
1573195304,27.375,46,1006.582031
1573195307,27.3125,46,1006.555908
1573195310,27.375,46,1006.526855
1573195313,27.3125,45.900002,1006.561523
1573195316,27.3125,45.799999,1006.461914
1573195319,27.25,45.900002,1006.572998
1573195322,27.25,45.900002,1006.537598
1573195325,27.25,46,1006.564209
1573195328,27.1875,46,1006.474121
1573195331,27.1875,46.099998,1006.465332
1573195334,27.25,46.099998,1006.605469
1573195338,27.1875,46,1006.529297
1573195340,27.1875,45.900002,1006.505615
1573195343,27.125,45.799999,1006.593994
1573195346,27.125,45.799999,1006.564697
1573195349,27.125,45.799999,1006.55835
1573195352,27.125,45.799999,1006.492676
1573195355,27.125,45.700001,1006.505371
1573195358,27.125,45.799999,1006.589844
1573195361,27.125,45.700001,1006.579102
1573195364,27.125,45.799999,1006.523926
1573195367,27.1875,45.900002,1006.511475
1573195370,27.1875,45.900002,1006.516357
1573195373,27.25,45.900002,1006.572266
1573195376,27.1875,45.799999,1006.469238
1573195379,27.1875,45.799999,1006.579102
1573195382,27.1875,45.799999,1006.567871
1573195385,27.125,45.799999,1006.601562
1573195388,27.0625,45.799999,1006.563477
1573195391,27.0625,45.799999,1006.582764
1573195394,27.125,45.900002,1006.539307
1573195398,27.0625,45.900002,1006.521484
1573195400,27.0625,45.900002,1006.502197
1573195403,27.0625,45.900002,1006.473389
1573195406,27.0625,45.799999,1006.581055
1573195409,27.0625,45.799999,1006.47583
1573195412,27.0625,45.900002,1006.631836
1573195415,27.0625,46,1006.49292
1573195418,27.0625,46,1006.490723
1573195421,27.125,46,1006.482422
1573195424,27.0625,45.900002,1006.459473
1573195427,27.125,45.900002,1006.494873
1573195430,27.125,45.900002,1006.518555
1573195433,27.125,46,1006.464355
1573195436,27.125,45.900002,1006.459473
1573195439,27.1875,45.900002,1006.532471
1573195442,27.125,45.799999,1006.534668
1573195445,27.0625,45.799999,1006.397461
1573195448,27.0625,45.799999,1006.467041
1573195451,27,45.799999,1006.425537
1573195454,27,45.799999,1006.484619
1573195458,27.0625,45.799999,1006.498047
1573195460,27.0625,45.799999,1006.466309
1573195463,27.0625,45.900002,1006.474121
1573195466,27.0625,46,1006.507812
1573195469,27.0625,46,1006.396484
1573195472,27.0625,45.900002,1006.479004
1573195475,27.0625,46,1006.484131
1573195478,27.0625,45.900002,1006.524902
1573195481,27.125,45.900002,1006.513184
1573195484,27.125,46.099998,1006.47998
1573195487,27.125,46.200001,1006.464355
1573195490,27.1875,46.400002,1006.439209
1573195493,27.1875,46.599998,1006.458008
1573195496,27.25,46.5,1006.42334
1573195499,27.125,46.400002,1006.426758
1573195502,27.125,46.299999,1006.426025
1573195505,27.0625,46.200001,1006.395996
1573195508,27.125,46.299999,1006.491455
1573195511,27.0625,46.099998,1006.455322
1573195514,27,46,1006.36377
1573195518,26.9375,46.099998,1006.47168
1573195520,26.9375,46.099998,1006.469971
1573195523,26.875,46.099998,1006.42627
1573195526,26.8125,46.099998,1006.375732
1573195529,26.8125,46.200001,1006.405518
1573195532,26.8125,46.200001,1006.500732
1573195535,26.875,46.299999,1006.434082
1573195538,26.875,46.400002,1006.472168
1573195541,26.9375,46.299999,1006.394775
1573195544,26.9375,46.400002,1006.413574
1573195547,26.9375,46.599998,1006.390381
1573195550,26.9375,46.799999,1006.421631
1573195553,26.9375,46.799999,1006.51416
1573195556,26.9375,46.900002,1006.476562
1573195559,26.9375,46.799999,1006.521729
1573195562,26.9375,46.799999,1006.405762
1573195565,26.9375,46.799999,1006.419189
1573195568,27,46.799999,1006.40918
1573195571,27.0625,46.700001,1006.44751
1573195574,27.0625,46.599998,1006.412598
1573195578,27.0625,46.599998,1006.379639
1573195580,27.0625,46.5,1006.432373
1573195583,27.0625,46.5,1006.436035
1573195586,27.125,46.400002,1006.394043
1573195589,27.125,46.5,1006.456543
1573195592,27.1875,46.5,1006.44458
1573195595,27.1875,46.400002,1006.384766
1573195598,27.1875,46.5,1006.344971
1573195601,27.1875,46.5,1006.384033
1573195604,27.1875,46.5,1006.345459
1573195607,27.25,46.599998,1006.38501
1573195610,27.25,46.599998,1006.338135
1573195613,27.25,46.700001,1006.406494
1573195616,27.25,46.599998,1006.354492
1573195619,27.125,46.5,1006.375488
1573195622,27,46.400002,1006.385742
1573195625,27,46.400002,1006.308105
1573195628,26.875,46.299999,1006.331787
1573195631,26.875,46.299999,1006.299072
1573195634,26.875,46.299999,1006.287842
1573195638,26.875,46.299999,1006.385986
1573195640,26.9375,46.400002,1006.438965
1573195643,26.9375,46.299999,1006.386963
1573195646,26.9375,46.400002,1006.356689
1573195649,26.9375,46.299999,1006.303223
1573195652,26.9375,46.200001,1006.401367
1573195655,26.9375,46.299999,1006.366455
1573195658,27,46.200001,1006.368408
1573195661,27,46.200001,1006.345947
1573195664,27,46.400002,1006.297607
1573195667,27.125,46.400002,1006.37915
1573195670,27.0625,46.400002,1006.343262
1573195673,27.125,46.299999,1006.415527
1573195676,27.0625,46.5,1006.3479
1573195679,27.0625,46.5,1006.318848
1573195682,27.0625,46.400002,1006.405518
1573195685,27.0625,46.400002,1006.359131
1573195688,27.0625,46.299999,1006.40625
1573195691,27.0625,46.299999,1006.412842
1573195694,27.0625,46.200001,1006.341064
1573195698,27,46.200001,1006.406494
1573195700,26.9375,46.099998,1006.352051
1573195703,26.8125,46.099998,1006.32373
1573195706,26.75,46.099998,1006.270508
1573195709,26.6875,46.200001,1006.325684
1573195712,26.625,46.200001,1006.349854
1573195715,26.625,46.200001,1006.33374
1573195718,26.6875,46.400002,1006.415527
1573195721,26.6875,46.5,1006.406738
1573195724,26.6875,46.700001,1006.364258
1573195727,26.75,46.799999,1006.365967
1573195730,26.75,46.900002,1006.409912
1573195733,26.6875,47,1006.298584
1573195736,26.6875,46.900002,1006.291992
1573195739,26.6875,46.900002,1006.380127
1573195742,26.6875,46.900002,1006.307373
1573195745,26.6875,46.799999,1006.397949
1573195748,26.625,46.799999,1006.40918
1573195751,26.6875,46.799999,1006.42334
1573195754,26.6875,46.900002,1006.188721
1573195758,26.75,47,1006.264648
1573195760,26.75,47,1006.260498
1573195763,26.8125,47,1006.297852
1573195766,26.875,46.900002,1006.297852
1573195769,26.875,46.900002,1006.283936
1573195772,26.9375,47,1006.310791
1573195775,26.9375,47.200001,1006.301514
1573195778,27,47,1006.289795
1573195781,27.0625,46.900002,1006.38916
1573195784,27.0625,46.900002,1006.461182
1573195787,27.0625,46.799999,1006.329834
1573195790,27.0625,46.700001,1006.390869
1573195793,27.0625,46.599998,1006.430908
1573195796,27.0625,46.5,1006.428223
1573195799,27.125,46.5,1006.460938
1573195802,27.0625,46.5,1006.435547
1573195805,27.0625,46.5,1006.355225
1573195808,27.125,46.5,1006.311279
1573195811,27.125,46.400002,1006.314453
1573195814,27.125,46.400002,1006.313232
1573195818,27.125,46.400002,1006.328613
1573195820,27.125,46.299999,1006.385986
1573195823,27.125,46.400002,1006.324219
1573195826,27.125,46.400002,1006.305664
1573195829,27.1875,46.400002,1006.385742
1573195832,27.25,46.400002,1006.256104
1573195835,27.1875,46.400002,1006.408203
1573195838,27.25,46.5,1006.361816
1573195841,27.1875,46.700001,1006.389404
1573195844,27.1875,46.700001,1006.265625
1573195847,27.1875,46.700001,1006.35498
1573195850,27.25,46.799999,1006.434082
1573195853,27.25,46.799999,1006.399414
1573195856,27.25,46.700001,1006.403809
1573195859,27.3125,46.700001,1006.482666
1573195862,27.3125,46.700001,1006.448975
1573195865,27.25,46.599998,1006.346924
1573195868,27.25,46.5,1006.481201
1573195871,27.1875,46.400002,1006.456787
1573195874,27.1875,46.299999,1006.334473
1573195991,27.0625,46.200001,1006.397949
1573195993,27.125,46.299999,1006.481689
1573196001,27.125,46.700001,1006.477783
1573196004,27.1875,46.900002,1006.40625
1573196013,27.125,46.799999,1006.475586
1573196016,27.125,46.799999,1006.438721
1573196019,27.1875,46.799999,1006.497314
1573196022,27.1875,46.799999,1006.404541
1573196025,27.25,46.799999,1006.548584
1573196043,27.0625,46.400002,1006.520508
1573196046,27.0625,46.299999,1006.514893
1573196050,27.0625,46.299999,1006.447998
1573196052,27.125,46.400002,1006.427979
1573196055,27.125,46.299999,1006.408691
1573196058,27.125,46.299999,1006.410889
1573196061,27.125,46.299999,1006.604492
1573196064,27.125,46.299999,1006.474365
1573196067,27.0625,46.200001,1006.519043
1573196070,27.125,46.200001,1006.596191
1573196073,27.125,46.200001,1006.541992
1573196080,27.125,46.200001,1006.540771
1573196084,27.125,46.200001,1006.4729
1573196086,27.1875,46.200001,1006.547852
1573196089,27.125,46.200001,1006.492676
1573196092,27.1875,46.200001,1006.570801
1573196095,27.1875,46.299999,1006.492188
1573196098,27.25,46.299999,1006.553955
1573196101,27.1875,46.299999,1006.508301
1573196104,27.1875,46.299999,1006.528564
1573196107,27.25,46.299999,1006.503418
1573196110,27.25,46.299999,1006.556152
1573196113,27.25,46.299999,1006.518311
1573196116,27.1875,46.299999,1006.515137
1573196124,27.1875,46.400002,1006.571289
1573196127,27.25,46.5,1006.501953
1573196138,27.3125,46.400002,1006.565918
1573196140,27.3125,46.299999,1006.615967
1573196148,27.3125,46.200001,1006.484375
1573196151,27.25,46.099998,1006.534424
1573196154,27.25,46,1006.566162
1573196157,27.3125,46,1006.543945
1573196160,27.3125,46,1006.494873
1573196170,27.375,46,1006.619141
1573196172,27.375,46,1006.601807
1573196175,27.3125,46,1006.550537
1573196178,27.3125,46,1006.584473
1573196181,27.3125,45.900002,1006.654541
1573196184,27.25,45.900002,1006.552246
1573196187,27.1875,45.900002,1006.649658
1573196190,27.1875,45.900002,1006.572266
1573196193,27.125,45.900002,1006.592773
1573196196,27.1875,45.900002,1006.509033
1573196199,27.25,45.900002,1006.586182
1573196208,26.9375,45.799999,1006.590332
1573196211,26.9375,45.799999,1006.501709
1573196214,26.9375,45.900002,1006.564453
1573196217,27,45.900002,1006.61792
1573196220,27,45.900002,1006.5896
1573196223,27,45.900002,1006.534912
1573196226,27.0625,46.099998,1006.590088
1573196230,27.0625,46.200001,1006.633789
1573196232,27.0625,46.200001,1006.68042
1573196235,27.0625,46.200001,1006.598145
1573196238,27.125,46.099998,1006.633789
1573196241,27.125,46.099998,1006.656982
1573196279,27.1875,46.099998,1006.599854
1573196282,27.1875,46.099998,1006.6604
1573196286,27.125,46,1006.595215
1573196289,27.125,46.099998,1006.60083
1573196292,27.1875,46,1006.604492
1573196294,27.1875,46.099998,1006.632568
1573196298,27.1875,46.099998,1006.703369
1573196301,27.1875,46.299999,1006.642578
1573196303,27.25,46.400002,1006.716797
1573196306,27.25,46.400002,1006.655029
1573196309,27.25,46.5,1006.603027
1573196312,27.25,46.400002,1006.700439
1573196315,27.3125,46.400002,1006.641602
1573196318,27.3125,46.299999,1006.66748
1573196321,27.3125,46.299999,1006.687256
1573196324,27.375,46.200001,1006.663086
1573196327,27.375,46.099998,1006.680176
1573196330,27.375,46.099998,1006.705078
1573196333,27.375,46,1006.573975
1573196336,27.375,45.900002,1006.62793
1573196339,27.375,46.099998,1006.593994
1573196342,27.3125,46,1006.604492
1573196345,27.25,45.900002,1006.64209
1573196348,27.25,45.900002,1006.606689
1573196354,27.1875,46,1006.670654
1573196357,27.25,45.900002,1006.675537
1573196366,27.25,45.900002,1006.585693
1573196369,27.25,45.799999,1006.55835
1573196372,27.3125,45.799999,1006.691406
1573196375,27.375,45.900002,1006.624512
1573196378,27.375,45.900002,1006.579102
1573196384,27.375,45.799999,1006.660156
1573196387,27.3125,45.799999,1006.598389
1573196492,27.0625,46.400002,1006.497314
1573196495,27,46.400002,1006.504639
1573196497,27,46.400002,1006.468262
1573196499,26.9375,46.400002,1006.583496
1573196500,27,46.299999,1006.381836
1573196502,27,46.400002,1006.503906
1573196504,27,46.400002,1006.478027
1573196505,27,46.400002,1006.585693
1573196508,27,46.5,1006.561523
1573196511,27,46.400002,1006.530518
1573196514,27.0625,46.700001,1006.512939
1573196517,27.125,46.700001,1006.625732
1573196520,27.125,46.799999,1006.532715
1573196523,27.0625,46.799999,1006.561035
1573196526,27.0625,47.099998,1006.545166
1573196529,27.0625,47,1006.48999
1573196532,27,47,1006.480957
1573196535,26.9375,46.900002,1006.56665
1573196538,27,47,1006.476807
1573196541,27,47,1006.554688
1573196545,27,46.900002,1006.506592
1573196547,27,46.900002,1006.594971
1573196550,27.0625,46.799999,1006.487305
1573196553,27.125,46.900002,1006.509033
1573196556,27.125,46.900002,1006.562012
1573196559,27.125,46.799999,1006.466553
1573196562,27.125,46.799999,1006.544434
1573196565,27.0625,46.700001,1006.601074
1573196568,27.0625,46.700001,1006.480713
1573196571,27.0625,46.700001,1006.529541
1573196574,27.0625,46.700001,1006.507324
1573196578,27.0625,46.599998,1006.493164
1573196580,27.0625,46.599998,1006.540527
1573196583,27.125,46.5,1006.519531
1573196586,27.125,46.5,1006.510742
1573196589,27.125,46.5,1006.52002
1573196592,27.125,46.400002,1006.530518
1573196595,27.0625,46.299999,1006.424072
1573196598,27.0625,46.299999,1006.553955
1573196601,27,46.299999,1006.549316
1573196605,27.0625,46.299999,1006.560791
1573196607,27.125,46.299999,1006.561523
1573196610,27.125,46.400002,1006.571777
1573196613,27.1875,46.299999,1006.519531
1573196617,27.125,46.200001,1006.550049
1573196619,27.1875,46.200001,1006.452637
1573196622,27.1875,46.200001,1006.47583
1573196625,27.1875,46.299999,1006.541748
1573196628,27.1875,46.299999,1006.583008
1573196631,27.125,46.400002,1006.516602
1573196634,27.1875,46.400002,1006.53125
1573196638,27.25,46.299999,1006.572266
1573196641,27.25,46.299999,1006.470215
1573196643,27.25,46.299999,1006.57251
1573196647,27.25,46.299999,1006.570312
1573196649,27.25,46.200001,1006.584717
1573196652,27.25,46.200001,1006.524902
1573196655,27.1875,46.200001,1006.643555
1573196658,27.1875,46.099998,1006.513672
1573196661,27.125,46.200001,1006.567139
1573196665,27.0625,46.099998,1006.557617
1573196668,27.0625,46.099998,1006.612549
1573196671,27,46,1006.501221
1573196784,26.8125,46.700001,1006.615234
1573196786,26.8125,46.700001,1006.570557
1573196789,26.875,46.799999,1006.583984
1573196791,26.875,47,1006.613525
1573196794,26.9375,47,1006.608398
1573196796,26.875,47,1006.598389
1573196799,26.9375,47,1006.710938
1573196801,26.9375,47,1006.674316
1573196804,26.9375,46.900002,1006.669189
1573196807,27,46.900002,1006.564697
1573196809,27,46.900002,1006.547607
1573196812,27,46.799999,1006.603271
1573196815,27.0625,46.799999,1006.567139
1573196818,27.0625,46.700001,1006.610596
1573196821,27.0625,46.599998,1006.598145
1573196824,27.0625,46.5,1006.568115
1573196827,27.0625,46.5,1006.638428
1573196830,27.125,46.400002,1006.608154
1573196833,27.125,46.400002,1006.664795
1573196836,27.125,46.400002,1006.601807
1573196839,27.125,46.400002,1006.509277
1573196842,27.0625,46.5,1006.552246
1573196846,27.125,46.599998,1006.61499
1573196848,27.125,46.400002,1006.5271
1573196851,27,46.299999,1006.570801
1573196854,27,46.299999,1006.551025
1573196857,27.0625,46.299999,1006.579834
1573196860,27.0625,46.200001,1006.629883
1573196863,27,46.200001,1006.624023
1573196866,27,46.200001,1006.663086
1573196869,27,46.200001,1006.506836
1573196872,26.9375,46.200001,1006.632324
1573196875,27,46.299999,1006.650146
1573196878,27,46.299999,1006.538086
1573196881,27,46.299999,1006.662109
1573196884,27.0625,46.200001,1006.686035
1573196887,27.0625,46.200001,1006.621826
1573196890,27.0625,46.099998,1006.666016
1573196893,27.125,46.200001,1006.584717
1573196896,27.0625,46.200001,1006.520996
1573196899,27.125,46.200001,1006.598877
1573196902,27.125,46.099998,1006.705078
